id,lambda_x,lambda_y,lambda_z,lambda_vx,lambda_vy,lambda_vz,lambda_m,success
1,-2.2566863137169264,3.5668509426786503,-0.30921789368990904,-1.3962751340403825,2.4994265084967555,3.2913324420612673,0.011876894842381525,True
2,-1.6324231399973321,-3.947109883180283,-3.477677272303655,1.0427782052654315,3.3519743970245193,-0.28054363289466977,-0.2492581249444097,True
3,-1.8440669759520825,2.7452511785231666,-0.5741379458098006,1.3288134539829537,1.4118305106795646,-0.6543863959137406,0.39805114641861916,True
4,0.2325662114863336,-3.3429973190521505,-3.7769393929225847,0.5463961535442108,0.6595479491752405,-1.9550445854833907,-0.4377855985253065,True
5,3.280700300983743,3.1762619048776193,0.026816102050432278,-3.1152949317426266,3.398543385328627,1.8599124911361464,1.2181491545768797,True
6,-2.420238607036243,2.548684503093323,0.618052317930637,-2.1687601056987695,-0.2370163739573563,3.499635075695439,2.6930247334745463,True
7,0.7407681524909915,0.42406750189013653,-0.1857713609784417,-3.698373826651924,3.966308438534318,0.016373050290322766,3.3286341193118245,True
8,0.705023114418994,-1.4815248154143656,-2.876934130237669,-2.981106423612143,-0.5521997335355975,-3.306990312333628,-3.00740693964294,True
9,-3.8025830343350258,0.8720626849257549,0.7486110907951566,2.1446407644115597,1.194762736815452,-2.6193351429600122,-3.3976456822984886,True
10,0.7397417412714269,-1.8598224409391628,2.9027669251689208,-0.3533512282855087,0.47785435762395867,-0.7179086154966594,3.34267691319432,True
11,-1.5856936433729167,2.4368117541316954,-3.7893273316065565,2.3050007754520845,-3.3160209775718066,-1.2945555703194032,-1.9026291670154833,True
12,-2.6481470429851006,3.6566542861997027,0.13643790200198325,0.5220575338938751,0.4824552710564216,-1.5339228743705622,-2.9579744336438702,True
13,-0.8763108772730019,2.7417290869011834,1.568045998369878,2.9862459289966363,-3.8004559996785856,-3.9042072242427333,-3.4334056078959643,True
14,2.4552457298494605,0.33914489001890846,-2.625429470156398,-1.608089820328508,-3.571699502645787,-1.9076566485323028,-1.1196197743364413,True
15,-3.6374128303068023,2.4848051659682175,0.36615560503519706,-3.6924929270360174,3.949664873024057,0.9968905519556106,2.188669018369507,True
16,-0.27686279598238617,3.168016876870303,3.3569066228778697,-0.15544691008613576,1.7504887497250765,-3.589339300550021,1.8892108949551147,True
17,-2.186710292735352,1.5837098995694214,1.2966926918004216,3.1855226739894134,1.8622342866814403,0.8774849271620511,1.6619036839328896,True
18,-0.23020637431770918,1.1312742543474341,-1.2663559100043242,-3.6857768259175794,0.6563052090676065,-2.8355063187101957,1.1892935250092345,True
19,-3.3259624365563356,-0.8827866866760301,3.0506106456694617,3.9806848669290993,-3.663375493779527,2.260029704392873,-1.014758905798221,True
20,0.3258887547614453,2.7824112100203395,-1.3651139926269442,3.4285180221841127,1.9477531283821152,-3.23372105386768,-1.2588001456427484,True
21,-0.3059034777888554,-0.897674491812019,2.302571538051395,0.11396639148297627,-2.048849756128025,-3.8317124147425554,-2.647977612015776,True
22,1.9664356311733755,1.7388108685110728,2.589393940115677,-3.4298409276775317,1.9238309337806685,-3.299888897743908,3.997398894873414,True
23,-2.164778709401749,-3.3334870712968723,-2.94350351757833,-3.72896483849577,-1.7802368452532775,-0.34693625772809167,1.9962562983358687,True
24,-2.5284476666994786,-1.7612664687212067,2.417059848888064,1.2863320438095265,1.2844727949398722,1.871747699523402,1.290506773179942,True
25,0.29956020434921804,1.3371837604011914,0.7232399090948318,3.436589032804812,2.5726177297299513,2.1599700061298446,3.559552588995486,True
26,-2.5091085385879808,0.022114393233261254,-0.8997216834538238,2.9575583003811774,-2.4080185352453434,-1.7242436834933565,-0.11110840944327549,True
27,2.0527734197378305,1.8123000074113076,0.5802599342575316,-2.9670204837519094,-0.04138701687982316,0.5963731350606096,-3.3073827333376533,True
28,0.05874658287843282,-0.0345241529363749,-3.1352058542997883,-2.1671910126089706,1.9806132009535773,-3.5277228092573383,-1.848060369729831,True
29,-3.6702554706466106,2.542097711229175,3.0356062868218086,0.23915629330444954,1.7167614938094777,-1.4118441369649055,1.3569571709467088,True
30,3.9996196144654226,2.894201436056443,-3.5016544918698607,-1.938496234576486,0.19271108136952453,-2.2860056303036025,0.22618522267996344,True
31,3.449182624341452,-2.1756342397797805,2.0470144086949222,0.25602712224205604,1.9897129895450325,-1.0276225752486843,3.214789312978515,True
32,-0.04196981015070467,3.6114168114648386,3.070253728650414,-1.7969943403179824,0.03291997899563892,-3.4431572732083815,-3.6128256230038414,True
33,-0.6951282754063968,-2.643430040136944,-3.683708237780011,3.102388900738857,1.0148878439159832,0.8113102901286657,-3.882457728817153,True
34,1.9563145603586332,-0.058110148992820854,0.9652057763340549,3.9518004655250536,0.41688112958299683,3.1307612718854845,-2.9534591565566997,True
35,-3.3048083143101303,-2.438944340749882,0.8910689903998374,-0.3788333922883318,-3.6917409208223457,-3.439247850277998,-1.6303066473805679,True
36,-2.2871472925089327,-3.8968593226916814,-3.7715668777448244,-3.235780106824226,2.0893167912856514,-0.5044809591406416,1.6262451356740462,True
37,0.709507345836295,3.6477431404771767,-2.9268957005228664,-0.4767187734712586,-3.1280473820217356,-3.4230852846000124,-0.8452928330770737,True
